name,smiles,group,formula,molecular_weight,rotatable_bonds,H_bond_donors,H_bond_acceptors,TPSA,logP,melting_point,boiling_point,density,vapor_pressure,enthalpy_of_formation,heat_capacity,critical_temperature,critical_pressure,acentric_factor,viscosity,thermal_conductivity,price,property_name,property_phase_raw,property_phase_norm,phase_coarse,temperature_K,pressure_kPa,expanded_uncertainty,doi,title,journal,year,primary_inchi,primary_inchikey,source_file,component_regnum,component_count,is_mixture,structure_source,structure_key,abs_delta_T_ref,abs_delta_P_ref
ethyl 3-hydroxybenzoate,CCOC(=O)c1cccc(O)c1,Experimental,C9H10O3,166.176,2.0,1.0,3.0,46.53,1.5688999999999997,-,-,-,-,-,217.22,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,100.0,3.37,10.1016/j.jct.2017.09.007,Gas-phase enthalpies of formation of ethyl hydroxybenzoates: An experimental and theoretical approach,J. Chem. Thermodyn.,2018,"InChI=1S/C9H10O3/c1-2-12-9(11)7-4-3-5-8(10)6-7/h3-6,10H,2H2,1H3",MWSMNBYIEBRXAL-UHFFFAOYSA-N,j.jct.2017.09.007.json,5,1,False,inchi,inchikey::MWSMNBYIEBRXAL-UHFFFAOYSA-N,0.0,
ethyl 4-hydroxybenzoate,CCOC(=O)c1ccc(O)cc1,Experimental,C9H10O3,166.176,2.0,1.0,3.0,46.53,1.5688999999999997,-,-,-,-,-,233.93,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,100.0,3.62,10.1016/j.jct.2017.09.007,Gas-phase enthalpies of formation of ethyl hydroxybenzoates: An experimental and theoretical approach,J. Chem. Thermodyn.,2018,"InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3",NUVBSKCKDOMJSU-UHFFFAOYSA-N,j.jct.2017.09.007.json,6,1,False,inchi,inchikey::NUVBSKCKDOMJSU-UHFFFAOYSA-N,0.0,
"3,4,5-trihydroxybenzoic acid",O=C(O)c1cc(O)c(O)c(O)c1,Experimental,C7H6O5,170.11999999999998,1.0,4.0,4.0,97.99,0.5015999999999998,-,-,-,-,-,199.55,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,100.0,9.25,10.1016/j.jct.2018.09.027,Thermochemical and structural studies of gallic and ellagic acids,J. Chem. Thermodyn.,2019,"InChI=1S/C7H6O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1-2,8-10H,(H,11,12)",LNTHITQWFMADLM-UHFFFAOYSA-N,j.jct.2018.09.027.json,4,1,False,inchi,inchikey::LNTHITQWFMADLM-UHFFFAOYSA-N,0.0,
"2,3,7,8-tetrahydroxychromeno[5,4,3-cde]chromene-5,10-dione",O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,Experimental,C14H6O8,302.194,0.0,4.0,8.0,141.33999999999997,1.3128000000000002,-,-,-,-,-,328.85,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,100.0,15.25,10.1016/j.jct.2018.09.027,Thermochemical and structural studies of gallic and ellagic acids,J. Chem. Thermodyn.,2019,"InChI=1S/C14H6O8/c15-5-1-3-7-8-4(14(20)22-11(7)9(5)17)2-6(16)10(18)12(8)21-13(3)19/h1-2,15-18H",AFSDNFLWKVMVRB-UHFFFAOYSA-N,j.jct.2018.09.027.json,5,1,False,inchi,inchikey::AFSDNFLWKVMVRB-UHFFFAOYSA-N,0.0,
propan-2-ol,CC(C)O,Experimental,C3H8O,60.09600000000001,0.0,1.0,1.0,20.23,0.38710000000000006,-,-,-,-,-,157.0,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,100.0,3.8,10.1016/j.tca.2010.05.012,Calibration of a low temperature calorimeter and application in the determination ofisobaric heat capacity of 2-propanol,Thermochim. Acta,2010,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",KFZMGEQAYNKOFK-UHFFFAOYSA-N,j.tca.2010.05.012.json,1,1,False,inchi,inchikey::KFZMGEQAYNKOFK-UHFFFAOYSA-N,0.0,
benzylamine,NCc1ccccc1,Experimental,C7H9N,107.156,1.0,1.0,1.0,26.02,1.1453,-,-,-,-,-,207.31,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,100.0,5.08,10.1016/j.tca.2014.10.018,"Thermodynamics of mixtures containing amines. XVI. CE pm of 1-butanol, 1-octanol or 1-decanol + benzylamine systems at (298.15, 308.15, 318.15 and 333.15) K",Thermochim. Acta,2015,"InChI=1S/C7H9N/c8-6-7-4-2-1-3-5-7/h1-5H,6,8H2",WGQKYBSKWIADBV-UHFFFAOYSA-N,j.tca.2014.10.018.json,1,1,False,inchi,inchikey::WGQKYBSKWIADBV-UHFFFAOYSA-N,0.0,
octan-1-ol,CCCCCCCCO,Experimental,C8H18O,130.23100000000002,6.0,1.0,1.0,20.23,2.3392000000000013,-,-,-,-,-,304.25,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,100.0,7.45,10.1016/j.tca.2014.10.018,"Thermodynamics of mixtures containing amines. XVI. CE pm of 1-butanol, 1-octanol or 1-decanol + benzylamine systems at (298.15, 308.15, 318.15 and 333.15) K",Thermochim. Acta,2015,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",KBPLFHHGFOOTCA-UHFFFAOYSA-N,j.tca.2014.10.018.json,2,1,False,inchi,inchikey::KBPLFHHGFOOTCA-UHFFFAOYSA-N,0.0,
butan-1-ol,CCCCO,Experimental,C4H10O,74.12299999999999,2.0,1.0,1.0,20.23,0.7787999999999999,-,-,-,-,-,177.5,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,100.0,4.35,10.1016/j.tca.2014.10.018,"Thermodynamics of mixtures containing amines. XVI. CE pm of 1-butanol, 1-octanol or 1-decanol + benzylamine systems at (298.15, 308.15, 318.15 and 333.15) K",Thermochim. Acta,2015,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N,j.tca.2014.10.018.json,3,1,False,inchi,inchikey::LRHPLDYGYMQRHN-UHFFFAOYSA-N,0.0,
decan-1-ol,CCCCCCCCCCO,Experimental,C10H22O,158.285,8.0,1.0,1.0,20.23,3.119400000000002,-,-,-,-,-,370.16,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,100.0,9.07,10.1016/j.tca.2014.10.018,"Thermodynamics of mixtures containing amines. XVI. CE pm of 1-butanol, 1-octanol or 1-decanol + benzylamine systems at (298.15, 308.15, 318.15 and 333.15) K",Thermochim. Acta,2015,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",MWKFXSUHUHTGQN-UHFFFAOYSA-N,j.tca.2014.10.018.json,4,1,False,inchi,inchikey::MWKFXSUHUHTGQN-UHFFFAOYSA-N,0.0,
2-chlorotoluene,Cc1ccccc1Cl,Experimental,C7H7Cl,126.586,0.0,0.0,0.0,0.0,2.6484200000000007,-,-,-,-,-,178.21,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,100.0,1.65,10.1021/je400408w,Excess Heat Capacities for Lactam + Chlorotoluene Binary Mixtures,J. Chem. Eng. Data,2013,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",IBSQPLPBRSHTTG-UHFFFAOYSA-N,je400408w.json,3,1,False,inchi,inchikey::IBSQPLPBRSHTTG-UHFFFAOYSA-N,0.0,
3-chlorotoluene,Cc1cccc(Cl)c1,Experimental,C7H7Cl,126.586,0.0,0.0,0.0,0.0,2.6484200000000007,-,-,-,-,-,176.46,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,100.0,1.64,10.1021/je400408w,Excess Heat Capacities for Lactam + Chlorotoluene Binary Mixtures,J. Chem. Eng. Data,2013,"InChI=1S/C7H7Cl/c1-6-3-2-4-7(8)5-6/h2-5H,1H3",OSOUNOBYRMOXQQ-UHFFFAOYSA-N,je400408w.json,4,1,False,inchi,inchikey::OSOUNOBYRMOXQQ-UHFFFAOYSA-N,0.0,
4-chlorotoluene,Cc1ccc(Cl)cc1,Experimental,C7H7Cl,126.586,0.0,0.0,0.0,0.0,2.6484200000000007,-,-,-,-,-,177.95,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,100.0,1.65,10.1021/je400408w,Excess Heat Capacities for Lactam + Chlorotoluene Binary Mixtures,J. Chem. Eng. Data,2013,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,je400408w.json,5,1,False,inchi,inchikey::NPDACUSDTOMAMK-UHFFFAOYSA-N,0.0,
2-methylpiperidine,CC1CCCCN1,Experimental,C6H13N,99.17699999999999,0.0,1.0,1.0,12.03,1.1483999999999999,-,-,-,-,-,218.0,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,100.0,3.38,10.1021/je5008444,Excess Molar Enthalpies and Heat Capacities of {2-Methylpiperidine Water} and {N-Methylpiperidine Water} Systems of Low to Moderate Amine Compositions,J. Chem. Eng. Data,2015,"InChI=1S/C6H13N/c1-6-4-2-3-5-7-6/h6-7H,2-5H2,1H3",NNWUEBIEOFQMSS-UHFFFAOYSA-N,je5008444.json,1,1,False,inchi,inchikey::NNWUEBIEOFQMSS-UHFFFAOYSA-N,0.0,
N-methylpiperidine,CN1CCCCC1,Experimental,C6H13N,99.177,0.0,0.0,1.0,3.24,1.1021,-,-,-,-,-,181.5,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,100.0,2.8,10.1021/je5008444,Excess Molar Enthalpies and Heat Capacities of {2-Methylpiperidine Water} and {N-Methylpiperidine Water} Systems of Low to Moderate Amine Compositions,J. Chem. Eng. Data,2015,"InChI=1S/C6H13N/c1-7-5-3-2-4-6-7/h2-6H2,1H3",PAMIQIKDUOTOBW-UHFFFAOYSA-N,je5008444.json,2,1,False,inchi,inchikey::PAMIQIKDUOTOBW-UHFFFAOYSA-N,0.0,
cyclohexanone oxime,ON=C1CCCCC1,Experimental,C6H11NO,113.16,0.0,1.0,2.0,32.59,1.7807,-,-,-,-,-,196.2,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal 2,solid,solid,298.15,100.0,1.1,10.1021/je700546r,Thermodynamics of Cyclohexanone Oxime,J. Chem. Eng. Data,2008,"InChI=1S/C6H11NO/c8-7-6-4-2-1-3-5-6/h8H,1-5H2",VEZUQRBDRNJBJY-UHFFFAOYSA-N,je700546r.json,1,1,False,inchi,inchikey::VEZUQRBDRNJBJY-UHFFFAOYSA-N,0.0,
sodium dititania triphosphate,O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Na+].[Ti+4].[Ti+4],Experimental,NaO12P3Ti2,403.634,0.0,0.0,12.0,258.75,-11.4748,-,-,-,-,-,293.2,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,100.0,1.2,10.1021/je900494g,Heat Capacity and Standard Thermodynamic Functions of NaTi2(PO4)3 and NaHf2(PO4)3,J. Chem. Eng. Data,2010,"InChI=1S/Na.3H3O4P.2Ti/c;3*1-5(2,3)4;;/h;3*(H3,1,2,3,4);;/q+1;;;;2*+4/p-9",NFJUJKKYHWUDGP-UHFFFAOYSA-E,je900494g.json,1,1,False,inchi,inchikey::NFJUJKKYHWUDGP-UHFFFAOYSA-E,0.0,
sodium dihafnium triphosphate,O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Hf+4].[Hf+4].[Na+],Experimental,Hf2NaO12P3,664.8800000000003,0.0,0.0,12.0,258.75,-11.4748,-,-,-,-,-,292.3,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Crystal,solid,solid,298.15,100.0,1.2,10.1021/je900494g,Heat Capacity and Standard Thermodynamic Functions of NaTi2(PO4)3 and NaHf2(PO4)3,J. Chem. Eng. Data,2010,"InChI=1S/2Hf.Na.3H3O4P/c;;;3*1-5(2,3)4/h;;;3*(H3,1,2,3,4)/q2*+4;+1;;;/p-9",UBNQYKDHOTVGMP-UHFFFAOYSA-E,je900494g.json,2,1,False,inchi,inchikey::UBNQYKDHOTVGMP-UHFFFAOYSA-E,0.0,
1-hexyl-3-methylimidazolium tetrafluoroborate,CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,Experimental,C10H19BF4N2,254.07999999999998,5.0,0.0,1.0,8.809999999999999,3.1929000000000016,-,-,-,-,-,429.8,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,100.0,6.66,10.1021/je9004992,"Pressure and Temperature Dependence of Isobaric Heat Capacity for [Emim][BF4], [Bmim][BF4], [Hmim][BF4], and [Omim][BF4]",J. Chem. Eng. Data,2010,"InChI=1S/C10H19N2.BF4/c1-3-4-5-6-7-12-9-8-11(2)10-12;2-1(3,4)5/h8-10H,3-7H2,1-2H3;/q+1;-1",MFXLOVLEQJRXFP-UHFFFAOYSA-N,je9004992.json,3,1,False,inchi,inchikey::MFXLOVLEQJRXFP-UHFFFAOYSA-N,0.0,
1-methyl-3-octylimidazolium tetrafluoroborate,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,Experimental,C12H23BF4N2,282.134,7.0,0.0,1.0,8.809999999999999,3.973100000000003,-,-,-,-,-,500.26,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,100.0,7.75,10.1021/je9004992,"Pressure and Temperature Dependence of Isobaric Heat Capacity for [Emim][BF4], [Bmim][BF4], [Hmim][BF4], and [Omim][BF4]",J. Chem. Eng. Data,2010,"InChI=1S/C12H23N2.BF4/c1-3-4-5-6-7-8-9-14-11-10-13(2)12-14;2-1(3,4)5/h10-12H,3-9H2,1-2H3;/q+1;-1",GXZCAMSPWNHTAE-UHFFFAOYSA-N,je9004992.json,4,1,False,inchi,inchikey::GXZCAMSPWNHTAE-UHFFFAOYSA-N,0.0,
"ethanol, 2-[2-[2-(pentyloxy)ethoxy]ethoxy]-",CCCCCOCCOCCOCCO,Experimental,C11H24O4,220.30899999999997,12.0,1.0,4.0,47.92,1.2187,-,-,-,-,-,479.71601015,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.0,18.571783998,10.1016/j.fluid.2016.10.005,Heat capacity and phase behaviour of aqueous solutions of triethylene glycol monopentyl ether. Two point scaling analysis,Fluid Phase Equilib.,2017,"InChI=1S/C11H24O4/c1-2-3-4-6-13-8-10-15-11-9-14-7-5-12/h12H,2-11H2,1H3",PLLUGRGSPQYBKB-UHFFFAOYSA-N,j.fluid.2016.10.005.json,1,1,False,inchi,inchikey::PLLUGRGSPQYBKB-UHFFFAOYSA-N,0.0,
2-hydroxy-N-methylethanaminium propionate,CCC(=O)O.CNCCO,Experimental,C6H15NO3,149.19,3.0,3.0,3.0,69.56,-0.32090000000000046,-,-,-,-,-,328.2,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.0,13.9,10.1016/j.jct.2013.09.010,Thermophysical characterization of N-methyl-2-hydroxyethylammonium carboxilate ionic liquids,J. Chem. Thermodyn.,2014,"InChI=1S/C3H9NO.C3H6O2/c1-4-2-3-5;1-2-3(4)5/h4-5H,2-3H2,1H3;2H2,1H3,(H,4,5)",NYTRDLKGSPTWAV-UHFFFAOYSA-N,j.jct.2013.09.010.json,1,1,False,inchi,inchikey::NYTRDLKGSPTWAV-UHFFFAOYSA-N,0.0,
N-methyl-2-hydroxyethylammonium butanoate,CCCC(=O)O.CNCCO,Experimental,C7H17NO3,163.21699999999998,4.0,3.0,3.0,69.56,0.06920000000000004,-,-,-,-,-,359.6,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.0,15.3,10.1016/j.jct.2013.09.010,Thermophysical characterization of N-methyl-2-hydroxyethylammonium carboxilate ionic liquids,J. Chem. Thermodyn.,2014,"InChI=1S/C4H8O2.C3H9NO/c1-2-3-4(5)6;1-4-2-3-5/h2-3H2,1H3,(H,5,6);4-5H,2-3H2,1H3",GWHVWSVZBVFNSG-UHFFFAOYSA-N,j.jct.2013.09.010.json,2,1,False,inchi,inchikey::GWHVWSVZBVFNSG-UHFFFAOYSA-N,0.0,
2-hydroxy-N-methylethanaminium pentanoate,CCCCC(=O)O.CNCCO,Experimental,C8H19NO3,177.24399999999997,5.0,3.0,3.0,69.56,0.4592999999999999,-,-,-,-,-,401.8,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.0,17.0,10.1016/j.jct.2013.09.010,Thermophysical characterization of N-methyl-2-hydroxyethylammonium carboxilate ionic liquids,J. Chem. Thermodyn.,2014,"InChI=1S/C5H10O2.C3H9NO/c1-2-3-4-5(6)7;1-4-2-3-5/h2-4H2,1H3,(H,6,7);4-5H,2-3H2,1H3",APHAJXKTDUOZST-UHFFFAOYSA-N,j.jct.2013.09.010.json,3,1,False,inchi,inchikey::APHAJXKTDUOZST-UHFFFAOYSA-N,0.0,
dodecane,CCCCCCCCCCCC,Experimental,C12H26,170.33999999999997,9.0,0.0,0.0,0.0,4.9272000000000045,-,-,-,-,-,375.04,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.0,5.81,10.1021/je034177v,"Heat Capacities, Densities, and Speeds of Sound for {(1,5-Dichloropentane or 1,6-Dichlorohexane) + Dodecane}",J. Chem. Eng. Data,2004,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,je034177v.json,1,1,False,inchi,inchikey::SNRUBQQJIBEYMU-UHFFFAOYSA-N,0.0,
"1,5-dichloropentane",ClCCCCCCl,Experimental,C5H10Cl2,141.041,4.0,0.0,0.0,0.0,2.6343000000000014,-,-,-,-,-,212.94,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.0,3.3,10.1021/je034177v,"Heat Capacities, Densities, and Speeds of Sound for {(1,5-Dichloropentane or 1,6-Dichlorohexane) + Dodecane}",J. Chem. Eng. Data,2004,InChI=1S/C5H10Cl2/c6-4-2-1-3-5-7/h1-5H2,LBKDGROORAKTLC-UHFFFAOYSA-N,je034177v.json,2,1,False,inchi,inchikey::LBKDGROORAKTLC-UHFFFAOYSA-N,0.0,
"1,6-dichlorohexane",ClCCCCCCCl,Experimental,C6H12Cl2,155.068,5.0,0.0,0.0,0.0,3.0244000000000018,-,-,-,-,-,240.6,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.0,3.73,10.1021/je034177v,"Heat Capacities, Densities, and Speeds of Sound for {(1,5-Dichloropentane or 1,6-Dichlorohexane) + Dodecane}",J. Chem. Eng. Data,2004,InChI=1S/C6H12Cl2/c7-5-3-1-2-4-6-8/h1-6H2,OVISMSJCKCDOPU-UHFFFAOYSA-N,je034177v.json,3,1,False,inchi,inchikey::OVISMSJCKCDOPU-UHFFFAOYSA-N,0.0,
heptane,CCCCCCC,Experimental,C7H16,100.20500000000001,4.0,0.0,0.0,0.0,2.976700000000002,-,-,-,-,-,224.72,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.0,1.74,10.1021/je060200b,"Heat Capacity, Speed of Ultrasound, and Density for 1,5-Dibromopentane + Heptane within the Temperature Range from 293.15 K to 313.15 K",J. Chem. Eng. Data,2006,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",IMNFDUFMRHMDMM-UHFFFAOYSA-N,je060200b.json,1,1,False,inchi,inchikey::IMNFDUFMRHMDMM-UHFFFAOYSA-N,0.0,
"1,5-dibromopentane",BrCCCCCBr,Experimental,C5H10Br2,229.94299999999998,4.0,0.0,0.0,0.0,2.9465000000000012,-,-,-,-,-,220.84,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.0,1.71,10.1021/je060200b,"Heat Capacity, Speed of Ultrasound, and Density for 1,5-Dibromopentane + Heptane within the Temperature Range from 293.15 K to 313.15 K",J. Chem. Eng. Data,2006,InChI=1S/C5H10Br2/c6-4-2-1-3-5-7/h1-5H2,IBODDUNKEPPBKW-UHFFFAOYSA-N,je060200b.json,2,1,False,inchi,inchikey::IBODDUNKEPPBKW-UHFFFAOYSA-N,0.0,
"1,2-dibromoethane",BrCCBr,Experimental,C2H4Br2,187.862,1.0,0.0,0.0,0.0,1.7762,-,-,-,-,-,137.04,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.0,2.12,10.1021/je0603325,"Thermophysical and Acoustical Properties of the Binary Mixtures 1,2-Dibromoethane + Heptane within the Temperature Range from 293.15 K to 313.15 K",J. Chem. Eng. Data,2007,InChI=1S/C2H4Br2/c3-1-2-4/h1-2H2,PAAZPARNPHGIKF-UHFFFAOYSA-N,je0603325.json,1,1,False,inchi,inchikey::PAAZPARNPHGIKF-UHFFFAOYSA-N,0.0,
benzonitrile,N#Cc1ccccc1,Experimental,C7H5N,103.124,0.0,0.0,1.0,23.79,1.5582799999999999,-,-,-,-,-,167.06,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.0,3.34,10.1021/je100145f,Measurements of Density and Heat Capacity for Binary Mixtures {x Benzonitrile + (1 -x) (Octane or Nonane)},J. Chem. Eng. Data,2010,InChI=1S/C7H5N/c8-6-7-4-2-1-3-5-7/h1-5H,JFDZBHWFFUWGJE-UHFFFAOYSA-N,je100145f.json,1,1,False,inchi,inchikey::JFDZBHWFFUWGJE-UHFFFAOYSA-N,0.0,
octane,CCCCCCCC,Experimental,C8H18,114.23200000000001,5.0,0.0,0.0,0.0,3.3668000000000022,-,-,-,-,-,254.08,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.0,5.08,10.1021/je100145f,Measurements of Density and Heat Capacity for Binary Mixtures {x Benzonitrile + (1 -x) (Octane or Nonane)},J. Chem. Eng. Data,2010,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",TVMXDCGIABBOFY-UHFFFAOYSA-N,je100145f.json,2,1,False,inchi,inchikey::TVMXDCGIABBOFY-UHFFFAOYSA-N,0.0,
nonane,CCCCCCCCC,Experimental,C9H20,128.25900000000001,6.0,0.0,0.0,0.0,3.7569000000000026,-,-,-,-,-,283.86,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.0,5.68,10.1021/je100145f,Measurements of Density and Heat Capacity for Binary Mixtures {x Benzonitrile + (1 -x) (Octane or Nonane)},J. Chem. Eng. Data,2010,"InChI=1S/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3",BKIMMITUMNQMOS-UHFFFAOYSA-N,je100145f.json,3,1,False,inchi,inchikey::BKIMMITUMNQMOS-UHFFFAOYSA-N,0.0,
"1,4-dimethylpiperazine",CN1CCN(C)CC1,Experimental,C6H14N2,114.19200000000002,0.0,0.0,2.0,6.48,-0.13639999999999985,-,-,-,-,-,216.5,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.0,3.7,10.1021/je400178k,Molar Heat Capacity (Cp) of Aqueous Cyclic Amine Solutions from (298.15 to 353.15) K,J. Chem. Eng. Data,2013,"InChI=1S/C6H14N2/c1-7-3-5-8(2)6-4-7/h3-6H2,1-2H3",RXYPXQSKLGGKOL-UHFFFAOYSA-N,je400178k.json,1,1,False,inchi,inchikey::RXYPXQSKLGGKOL-UHFFFAOYSA-N,0.0,
N-(2-hydroxyethyl)piperazine,OCCN1CCNCC1,Experimental,C6H14N2O,130.19100000000003,2.0,2.0,3.0,35.5,-1.116099999999999,-,-,-,-,-,285.0,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.0,4.5,10.1021/je400178k,Molar Heat Capacity (Cp) of Aqueous Cyclic Amine Solutions from (298.15 to 353.15) K,J. Chem. Eng. Data,2013,"InChI=1S/C6H14N2O/c9-6-5-8-3-1-7-2-4-8/h7,9H,1-6H2",WFCSWCVEJLETKA-UHFFFAOYSA-N,je400178k.json,2,1,False,inchi,inchikey::WFCSWCVEJLETKA-UHFFFAOYSA-N,0.0,
N-methylpiperazine,CN1CCNCC1,Experimental,C5H12N2,100.165,0.0,1.0,2.0,15.27,-0.47859999999999986,-,-,-,-,-,213.9,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.0,3.6,10.1021/je400178k,Molar Heat Capacity (Cp) of Aqueous Cyclic Amine Solutions from (298.15 to 353.15) K,J. Chem. Eng. Data,2013,"InChI=1S/C5H12N2/c1-7-4-2-6-3-5-7/h6H,2-5H2,1H3",PVOAHINGSUIXLS-UHFFFAOYSA-N,je400178k.json,3,1,False,inchi,inchikey::PVOAHINGSUIXLS-UHFFFAOYSA-N,0.0,
N-(3-aminopropyl)morpholine,NCCCN1CCOCC1,Experimental,C7H16N2O,144.21800000000002,3.0,1.0,3.0,38.489999999999995,-0.33259999999999995,-,-,-,-,-,296.2,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.0,4.6,10.1021/je400178k,Molar Heat Capacity (Cp) of Aqueous Cyclic Amine Solutions from (298.15 to 353.15) K,J. Chem. Eng. Data,2013,InChI=1S/C7H16N2O/c8-2-1-3-9-4-6-10-7-5-9/h1-8H2,UIKUBYKUYUSRSM-UHFFFAOYSA-N,je400178k.json,4,1,False,inchi,inchikey::UIKUBYKUYUSRSM-UHFFFAOYSA-N,0.0,
4-morpholineethanol,OCCN1CCOCC1,Experimental,C6H13NO2,131.175,2.0,1.0,3.0,32.7,-0.6890999999999998,-,-,-,-,-,263.9,-,-,-,-,-,-,"Molar heat capacity at constant pressure, J/K/mol",Liquid,liquid,liquid,298.15,101.0,4.2,10.1021/je400178k,Molar Heat Capacity (Cp) of Aqueous Cyclic Amine Solutions from (298.15 to 353.15) K,J. Chem. Eng. Data,2013,"InChI=1S/C6H13NO2/c8-4-1-7-2-5-9-6-3-7/h8H,1-6H2",KKFDCBRMNNSAAW-UHFFFAOYSA-N,je400178k.json,5,1,False,inchi,inchikey::KKFDCBRMNNSAAW-UHFFFAOYSA-N,0.0,
